Deklaracja ścieżek;Kontrola deklaracji ścieżek (pliki *.pth i *.pti);exec('pth','%release');;;;;;;;;
Katalog;Plik;Nr linii;Linia;Linia;Typ;Element;Opis;Zapis poprawny;;;
TKTL;WERP;N;RKPRZ_TKTL;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TKTL;WER_;N;RKPRZ_TKTL_WZOR;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TKTLW;WER_K;N;RKPRZ_TKTLW2;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TKTLW;WER_M;N;RKPRZ_TKTLW2;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TKTLW;WER_P;N;RKPRZ_TKTLW3;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TKTLW;WER_T;N;RKPRZ_TKTLW1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TKTLW;WER_W;N;RKPRZ_TKTLW2;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TMAT;WERO_T;N;RKPRZ_TMAT1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TMAT;WERO_W;N;RKPRZ_TMAT1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TMAT;WERO_Z;N;RKPRZ_TMAT1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TMAT;WERS;N;SKL_RKPRZ;skl_rkprz;material;*;*;*;B;Brak parametru.;N
TMAT;WERZ_T;N;RKPRZ_TMAT1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TMAT;WERZ_Z;N;RKPRZ_TMAT1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TMAT;WER_S;N;RKPRZ_TMAT1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TMAT;WER_T;N;RKPRZ_TMAT1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TMAT;WER_W;N;RKPRZ_TMAT1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TMAT;WER_Z;N;RKPRZ_TMAT1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TMPS;WER_W6;N;RKPRZ_TMPS;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TPARTRA;WER_T;N;TPARTRA_BR;tpartra_br;tech_param;*;*;*;B;Brak parametru.;N
TPARTRA;WER_W;N;TPARTRA_BR;tpartra_br;tech_param;*;*;*;B;Brak parametru.;N
TPARTRA;WER_Z;N;TPARTRA_BR;tpartra_br;tech_param;*;*;*;B;Brak parametru.;N
TPKTL;SLO;N;TPKTL_BR;tpktl_br;!zws_par_ttkt;*;*;*;B;Brak parametru.;N
TPKTL;WER;N;TPKTL_BR;tpktl_br;!zws_par_ttkt;*;*;*;B;Brak parametru.;N
TPKTL;WERSLO;N;TPKTL_BR;tpktl_br;!zws_par_ttkt;*;*;*;B;Brak parametru.;N
TPKTLF;SLO;N;RKPRZ_TPKTLF;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TPKTLF;WER;N;RKPRZ_TPKTLF;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TR_KOS;WEN;N;TR_KOS_REKORD;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TR_KOS;WEP;N;TR_KOS_REKORD;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TR_KOS;WER;N;TR_KOS_REKORD;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TR_LOG;REAL;N;REK_NOREAL_TR_LOG;rek_noreal_tr_log;transport;*;*;*;B;Brak parametru.;N
TR_NAG;PLAN;N;TR_NAG_REKORD;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TR_NAG;REAL;N;TR_NAG_REKORD;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TR_NAG;SEL;N;TR_NAG_REKORD;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TR_NAG;WER;N;TR_NAG_REKORD;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TR_ZL;MAG;N;LTR_ZLE_POZ_REKORD;rekord_poz;transport_wspolne;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TR_ZL;POZ;N;ltr_zle_poz_rekord;rekord_poz;transport_wspolne;*;*;*;B;Brak parametru.;N
TST;WER;N;br_tst;br_tst;!fst_ewi_zkla;*;*;*;B;Brak parametru.;N
TTGP;WER;N;TTGPBREK;ttgp_brek;tech_mater;*;*;*;B;Brak parametru.;N
TTGP;WERG;N;TTGPBREK;ttgp_brek;tech_mater;*;*;*;B;Brak parametru.;N
TWRKPLC;WER;N;TWRKPLBR;twrkplbr;!zws_par_tzas;*;*;*;B;Brak parametru.;N
TYPYDOK;SLO;N;REK_TYPYDOK;rek_typydok;ustawienia;*;*;*;B;Brak parametru.;N
TYPYDOK;TYP_MAG;N;REK_TYPYDOK;rek_typydok;ustawienia;*;*;*;B;Brak parametru.;N
TYPYDOK;WER;N;REK_TYPYDOK;rek_typydok;ustawienia;*;*;*;B;Brak parametru.;N
TYPYDOK;WERTYPMG;N;T2MG_REK;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TYPYDOK;WER_KON;N;RKPRZ008;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TYPYDOK;WYST;N;REK_TYPYDOK;rek_typydok;ustawienia;*;*;*;B;Brak parametru.;N
TYPYDOK;WYSTPOW;N;REK_TYPYDOK;rek_typydok;ustawienia;*;*;*;B;Brak parametru.;N
TYPYSP;WER_KON;N;RKPRZ008;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
UAT;SLO;N;UAT_PREK;przed_rekord;tech_atr;*;*;*;B;Brak parametru.;N
UAT;WER;N;UAT_PREK;przed_rekord;tech_atr;*;*;*;B;Brak parametru.;N
UAT;XWER_Z;N;UAT_PREK;przed_rekord;tech_atr;*;*;*;B;Brak parametru.;N
UDT;WER;N;br_udt;br_udt;!zws_par_kump;*;*;*;B;Brak parametru.;N
UDT;WER_SLO;N;br_udt;br_udt;!zws_par_kump;*;*;*;B;Brak parametru.;N
UD_DEF;K_ROLE;N;br_upr_ud_def;br_upr_ud_def;ctr_podz;*;*;*;B;Brak parametru.;N
UD_DEF;WER_PO;N;UDDEF_BEREC;uddef_berec;!zws_par_toka;*;*;*;B;Brak parametru.;N
ULGI_POD;WER;N;ULGI_POD_BD;ulgi_pod_bd;!ppl_pll_ruus;*;*;*;B;Brak parametru.;N
UM;SLO;N;UM_RE_BD;um_re_bd;umowy;*;*;*;B;Brak parametru.;N
UM;WER;N;UM_RE_BD;um_re_bd;umowy;*;*;*;B;Brak parametru.;N
UM;WER_I;N;UM_RE_BD_SZ;um_re_bd_sz;umowy;*;*;*;B;Brak parametru.;N
UM;WER_KH;N;UM_RE_BD;um_re_bd;umowy;*;*;*;B;Brak parametru.;N
UM;WER_KHP;N;UM_RE_BD;um_re_bd;umowy;*;*;*;B;Brak parametru.;N
UM;WER_SEL;N;UM_RE_BD;um_re_bd;umowy;*;*;*;B;Brak parametru.;N
UMAN;WER;N;UMAN_ROD;uman_rod;umowy_aneks;*;*;*;B;Brak parametru.;N
UMAN;WER2;N;UMAN_ROD;uman_rod;umowy_aneks;*;*;*;B;Brak parametru.;N
UMLOJP;WER;N;UMLOJP_BD;umlojp_bd;!pkd_ezk_orul;*;*;*;B;Brak parametru.;N
UMPOJ;WER;N;UMPOJREK;umpojrek;umowy_wspolne;*;*;*;B;Brak parametru.;N
UP;WER;N;UMO_ZM;umo_zm;umowy;*;*;*;B;Brak parametru.;N
UP;WER2;N;UMO_ZM;umo_zm;umowy;*;*;*;B;Brak parametru.;N
UP;WER3;N;UMO_ZM;umo_zm;umowy;*;*;*;B;Brak parametru.;N
UPG_LOG;WER;N;REK_UPG_LOG;rek_upg_log;zws;*;*;*;B;Brak parametru.;N
UPG_REAL;AUT;N;REK2UPG_REAL;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
UPG_REAL;MAN;N;REK2UPG_REAL;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
UPG_REAL;WER;N;REK2UPG_REAL;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
UPG_TASK;MAN;N;REK2UPG_TASK;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
UPG_TASK;WER;N;REK2UPG_TASK;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
UPM;WER;N;up_rec_be;up_rec_be;umowy_miejskie;*;*;*;B;Brak parametru.;N
UPMLOG;WER;N;REC_UPMLOG;set_efld_opt_upmlog;umowy_miejskie;*;*;*;B;Brak parametru.;N
UPMZAD;WER;N;UPMZAD_REKORD;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
UPR_ZAWK;WER;N;UPR_ZAWK_BD;upr_zawk_bd;!zws_par_puzw;*;*;*;B;Brak parametru.;N
UPR_ZAWO;WER;N;UPR_ZAWO_BD;upr_zawo_bd;!pkd_dos_pruz;*;*;*;B;Brak parametru.;N
URL_PLAN;WEB_P;N;URL_PLAN_BD;url_plan_bd;plany_urlopowe;*;*;*;B;Brak parametru.;N
URL_PLAN;WEB_WER;N;URL_PLAN_BD;url_plan_bd;plany_urlopowe;*;*;*;B;Brak parametru.;N
URL_PLAN;WER;N;URL_PLAN_BD;url_plan_bd;plany_urlopowe;*;*;*;B;Brak parametru.;N
URL_POZ;WEB_IWPU;N;URL_POZ_BD;url_poz_bd;plany_urlopowe;*;*;*;B;Brak parametru.;N
URL_POZ;WEB_WER;N;URL_POZ_BD;url_poz_bd;plany_urlopowe;*;*;*;B;Brak parametru.;N
URL_POZ;WER;N;URL_POZ_BD;url_poz_bd;plany_urlopowe;*;*;*;B;Brak parametru.;N
URL_WNIO;WER;N;URL_WNIO_BD;url_wnio_bd;plany_urlopowe;*;*;*;B;Brak parametru.;N
URL_WNIO;WT_WER;N;URL_WNIO_BD;url_wnio_bd;plany_urlopowe;*;*;*;B;Brak parametru.;N
URZ;RAZEM;N;RP_URZ;rp_urz;urzadzenia;*;*;*;B;Brak parametru.;N
URZ;REDAKCJA;N;RP_URZ;rp_urz;urzadzenia;*;*;*;B;Brak parametru.;N
URZ_HLP;WER;N;RP_HLP;rp_hlp;urzadzenia;*;*;*;B;Brak parametru.;N
URZ_HTMP;WER;N;RP_HTMP;rp_htmp;urzadzenia;*;*;*;B;Brak parametru.;N
URZ_KAT;WER;N;RP_KAT;rp_kat;urzadzenia;*;*;*;B;Brak parametru.;N
URZ_KOM;WER;N;RP_URZKO;rp_urz_kom;urzadzenia;*;*;*;B;Brak parametru.;N
URZ_LAB;WER;N;RKPRZ_URZ_LAB;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
URZ_LABP;WER;N;RP_LABP;rp_labp;urzadzenia;*;*;*;B;Brak parametru.;N
USERS;CALL;N;USERS_BEREC;br_users;users;*;*;*;B;Brak parametru.;N
VAT_DEK;POD;N;br_pod;br_vat_dek;fks_ved;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
VAT_DEK;VAT27;N;br_vat27;br_vat_dek;fks_ved;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
VAT_DEK;VAT7;N;br_vat_dek7;br_vat_dek7;!fks_ved_zv7p;*;*;*;B;Brak parametru.;N
VAT_DEK;WER8C;N;REKPVAT;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
VAT_DEK;WERP;N;REKPVAT;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
VAT_DEK;WERP40;N;REKPVAT;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
VAT_DEK;WER_CIT;N;br_cit;br_cit;!fks_ved_zvcp;*;*;*;B;Brak parametru.;N
VAT_KW;WER;N;PREK_VAK;prek_vak;dok_fks;*;*;*;B;Brak parametru.;N
VAT_KW;WER_PR;N;PREK_VAK;prek_vak;dok_fks;*;*;*;B;Brak parametru.;N
VAT_POZ;VAT7;N;REK_PR_VAT_POZ;rek_pr_vat_poz;!fks_ved_zv7p;*;*;*;B;Brak parametru.;N
VAT_PS;WER;N;VAT_PS_RP;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
VAT_SR;WER;N;REK_VATS;rek_vats;!fks_vat_dtro;*;*;*;B;Brak parametru.;N
VAT_SR;WER_PR;N;REK_VATS;rek_vats;!fks_vat_dtro;*;*;*;B;Brak parametru.;N
VAT_VER;SLO;N;VATVER_RB;vatver_rb;!zws_par_pdzc;*;*;*;B;Brak parametru.;N
VPOZ;IMP;N;VPOZ_RKPRZ;vpoz_rkprz;dok_fks;*;*;*;B;Brak parametru.;N
VPOZ;R_SEL;N;RB_VPOZ;rb_vpoz;!fks_vat_zroz;*;*;*;B;Brak parametru.;N
VPOZ;SEL;N;VPOZ_RKPRZ;vpoz_rkprz;dok_fks;*;*;*;B;Brak parametru.;N
VPOZ;Z_IMP;N;VPOZ_RKPRZ;vpoz_rkprz;dok_fks;*;*;*;B;Brak parametru.;N
VPOZ;Z_SEL;N;VPOZ_RKPRZ;vpoz_rkprz;dok_fks;*;*;*;B;Brak parametru.;N
VPOZ_ROZ;WER;N;br_vpoz_roz;br_vpoz_roz;!fks_vat_droz;*;*;*;B;Brak parametru.;N
VROZ;WER;N;VROZ_REC;op_kont3;!fks_dks_dark;*;*;*;B;Brak parametru.;N
VROZ;WER_;N;VROZ_REC;op_kont3;!fks_dks_dark;*;*;*;B;Brak parametru.;N
WARLOG;WER;N;WAR_RECB;war_recb;!zws_par_fast;*;*;*;B;Brak parametru.;N
WARTOSCI;WER;N;RP_WART;rp_wart;!fks_ksp_dred;*;*;*;B;Brak parametru.;N
WIND_KH;WER;N;WINDP_RP;windp_rp;!fks_rwp_zlaz;*;*;*;B;Brak parametru.;N
WIND_KH;WER1;N;WINDP_RP;windp_rp;!fks_rwp_zlaz;*;*;*;B;Brak parametru.;N
WYS;WER;N;WYS_REK;rek_wys;odpady;*;*;*;B;Brak parametru.;N
W_REGWYK;WER;N;br_reg_wyk;br_reg_wyk;skid_kns;*;*;*;B;Brak parametru.;N
XR_TMP;WER;N;XR_TMP_BD;xr_tmp_bd;rap_zew;*;*;*;B;Brak parametru.;N
ZAL_KOM;WER;N;ZAL_KOM_BD;zal_kom_bd;!zws_par_ptsl;*;*;*;B;Brak parametru.;N
ZAP_OP;PAR;N;WYS_ZAP;pw_zo_rk;rozrach;*;*;*;B;Brak parametru.;N
ZAP_OP;ROZL;N;RKPRZ029;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZAP_OP;ROZL1;N;RKPRZ029;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZAP_OP;ROZL2;N;RKPRZ051;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZAP_OP;ZAP;N;WYS_ZAP;pw_zo_rk;rozrach;*;*;*;B;Brak parametru.;N
ZASOB_ZM;WER1;N;RKPRZ_ZASOB_ZM;rkprz_zasob_zm;zasoby_wspolne;*;*;*;B;Brak parametru.;N
ZASOB_ZM;WER2;N;RKPRZ_ZASOB_ZM;rkprz_zasob_zm;zasoby_wspolne;*;*;*;B;Brak parametru.;N
ZDARZT;SEL;N;REKPRZTZDAR;rekprztzdar;!zws_par_kkka;*;*;*;B;Brak parametru.;N
ZDARZT;ZDARZT1;N;REKPRZTZDAR;rekprztzdar;!zws_par_kkka;*;*;*;B;Brak parametru.;N
ZDARZT;ZDARZT2;N;REKPRZTZDAR;rekprztzdar;!zws_par_kkka;*;*;*;B;Brak parametru.;N
ZDP_NAG;WER;N;ZDPTW_REK;zdptw_rek;zamdst_ptw;*;*;*;B;Brak parametru.;N
ZDP_POZ;ALL;N;ZDPP_REK;zdpp_rek;!lzk_zds_dptw;*;*;*;B;Brak parametru.;N
ZDP_POZ;WER;N;ZDPP_REK;zdpp_rek;!lzk_zds_dptw;*;*;*;B;Brak parametru.;N
ZDP_POZ;WER_DOK;N;ZDPP_REK;zdpp_rek;!lzk_zds_dptw;*;*;*;B;Brak parametru.;N
ZD_NAG;WER;N;ZD_REK;zdnag_rek;zamdst_nag;*;*;*;B;Brak parametru.;N
ZD_NAG;WER1;N;ZD_REK;zdnag_rek;zamdst_nag;*;*;*;B;Brak parametru.;N
ZD_NAG;WER1_ARC;N;ZD_REK;zdnag_rek;zamdst_nag;*;*;*;B;Brak parametru.;N
ZD_NAG;WER2;N;ZD_REK;zdnag_rek;zamdst_nag;*;*;*;B;Brak parametru.;N
ZD_POZ;ALL;N;ZD_POZ_ALL_REK;zd_poz_all_rek;zamdst_poz;*;*;*;B;Brak parametru.;N
ZD_POZ;WER;N;ZDPO_REC;zdpo_rec;zamdst_poz;*;*;*;B;Brak parametru.;N
ZD_POZ;WER_DOK;N;ZDPO_REC;zdpo_rec;zamdst_poz;*;*;*;B;Brak parametru.;N
ZD_POZ;WER_PRJ;N;ZDPO_REC;zdpo_rec;zamdst_poz;*;*;*;B;Brak parametru.;N
ZD_POZ;WER_PTW;N;ZDPO_REC;zdpo_rec;zamdst_poz;*;*;*;B;Brak parametru.;N
ZD_RN;WER;N;ZDRE_REK;zdre_rek;!lzk_zds_real;*;*;*;B;Brak parametru.;N
ZD_RP;WER;N;ZDR_REK;zdr_rek;!lzk_zds_real;*;*;*;B;Brak parametru.;N
ZGH;SEL;N;RKPRZ_ZGH;rkprz_zgh;zl_guide;*;*;*;B;Brak parametru.;N
ZGH;WERP;N;RKPRZ_ZGH;rkprz_zgh;zl_guide;*;*;*;B;Brak parametru.;N
ZGH;WERW;N;RKPRZ_ZGH;rkprz_zgh;zl_guide;*;*;*;B;Brak parametru.;N
ZGH;WERZP;N;RKPRZ_ZGH;rkprz_zgh;zl_guide;*;*;*;B;Brak parametru.;N
ZGH;WERZW;N;RKPRZ_ZGH;rkprz_zgh;zl_guide;*;*;*;B;Brak parametru.;N
ZGP;SLO_BRAK;N;SL_BRAK_BEREC;zgp_berec;braki_k;*;*;*;B;Brak parametru.;N
ZGP;SLO_KOOP;N;SL_KOOP_REC;sl_koop_rec;zl_koop;*;*;*;B;Brak parametru.;N
ZGP;WER;N;RKPRZ_ZGP;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZGP;WERZ;N;RKPRZ_ZGP;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZGP;WER_KOOM;N;SL_KOOP_REC;sl_koop_rec;zl_koop;*;*;*;B;Brak parametru.;N
ZGP;WER_KOOP;N;SL_KOOP_REC;sl_koop_rec;zl_koop;*;*;*;B;Brak parametru.;N
ZGP;WER_OPER;N;SL_KONTR_REC;sl_wkj_rec;zl_wkj;*;*;*;B;Brak parametru.;N
ZGP;WER_WKJ;N;SL_KONTR_REC;sl_wkj_rec;zl_wkj;*;*;*;B;Brak parametru.;N
ZGP;WER_WKJS;N;SL_KONTR_REC;sl_wkj_rec;zl_wkj;*;*;*;B;Brak parametru.;N
ZK_N;SLOW;N;ZAM_REKO;zam_reko;zamsiw_nag;*;*;*;B;Brak parametru.;N
ZK_N;WER1;N;ZAM_REKO;zam_reko;zamsiw_nag;*;*;*;B;Brak parametru.;N
ZK_N;WER1_ARC;N;ZAM_REKO;zam_reko;zamsiw_nag;*;*;*;B;Brak parametru.;N
ZK_N;WER2;N;ZAM_REKO;zam_reko;zamsiw_nag;*;*;*;B;Brak parametru.;N
ZK_N;WERW;N;ZAM_REKO;zam_reko;zamsiw_nag;*;*;*;B;Brak parametru.;N
ZK_N;WERZ;N;ZAM_REKO;zam_reko;zamsiw_nag;*;*;*;B;Brak parametru.;N
ZK_P;DZAM;N;REK_POZY;rek_pozy;zamsiw_poz;*;*;*;B;Brak parametru.;N
ZK_P;ZAMW;N;REK_POZY;rek_pozy;zamsiw_poz;*;*;*;B;Brak parametru.;N
ZK_P;ZAMW_DOK;N;REK_POZY;rek_pozy;zamsiw_poz;*;*;*;B;Brak parametru.;N
ZK_P;ZAMW_PRJ;N;REK_POZY;rek_pozy;zamsiw_poz;*;*;*;B;Brak parametru.;N
ZK_P;ZAMZ;N;REK_POZY;rek_pozy;zamsiw_poz;*;*;*;B;Brak parametru.;N
ZK_P;ZAMZ_DOK;N;REK_POZY;rek_pozy;zamsiw_poz;*;*;*;B;Brak parametru.;N
ZK_P;ZAMZ_PRJ;N;REK_POZY;rek_pozy;zamsiw_poz;*;*;*;B;Brak parametru.;N
ZK_P;ZAM_PRZ;N;REK_POZY;rek_pozy;zamsiw_poz;*;*;*;B;Brak parametru.;N
ZK_P;ZAM_PRZW;N;REK_POZY;rek_pozy;zamsiw_poz;*;*;*;B;Brak parametru.;N
ZK_RN;WER;N;REA_REK;rea_rek;zamsiw_rea;*;*;*;B;Brak parametru.;N
ZK_RN;WERK;N;ZKRN_KOS;s_dokmag;zamsiw_rea;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZK_RN;WERW;N;REA_REK;rea_rek;zamsiw_rea;*;*;*;B;Brak parametru.;N
ZK_RP;WER;N;REK_REAL;rek_real;zamsiw_rea;*;*;*;B;Brak parametru.;N
ZL;PWER_P;N;RKPRZ_ZL;rkprz_zl;zl_head;*;*;*;B;Brak parametru.;N
ZL;PWER_W;N;RKPRZ_ZL;rkprz_zl;zl_head;*;*;*;B;Brak parametru.;N
ZL;SLO_SL;N;RKPRZ_ZL;rkprz_zl;zl_head;*;*;*;B;Brak parametru.;N
ZL;STRUCT;N;RKPRZ_ZL;rkprz_zl;zl_head;*;*;*;B;Brak parametru.;N
ZL;VIEW_P;N;RKPRZ_ZL;rkprz_zl;zl_head;*;*;*;B;Brak parametru.;N
ZL;WERW;N;RKPRZ_ZL_ANAL;anal_pre;zl_kalk;*;*;*;B;Brak parametru.;N
ZLBR;WER_GR;N;RKPRZ_ZLBR;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZLE;WER;N;ZLE_ZM;zle_zm;!lum_zgl_dzgl;*;*;*;B;Brak parametru.;N
ZLGD;WER;N;ZLGD_DSP;zlgd_dsp;zl_wyk;*;*;*;B;Brak parametru.;N
ZLGD;WER_WKJ;N;ZLGD_DSP;zlgd_dsp;zl_wyk;*;*;*;B;Brak parametru.;N
ZPARN;SLO;N;ZPARN_rkprz;zparn_rkprz;!tte_pzl_dgpa;*;*;*;B;Brak parametru.;N
ZPARN;SLO_ZGP;N;ZPARN_rkprz_ZGP;zparn_rkprz;!tte_pzl_dgpa;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZPARN;WER_ZGH;N;ZPARN_rkprz;zparn_rkprz;!tte_pzl_dgpa;*;*;*;B;Brak parametru.;N
ZPARN;WER_ZL;N;ZPARN_rkprz;zparn_rkprz;!tte_pzl_dgpa;*;*;*;B;Brak parametru.;N
ZSKON;ZSKONWE1;N;br_zskon;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZSKON;ZSKONWER;N;br_zskon;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZTP;SLO;N;ZTP_BR;ztp_br;!zws_par_tzle;*;*;*;B;Brak parametru.;N
ZTP;WER;N;ZTP_BR;ztp_br;!zws_par_tzle;*;*;*;B;Brak parametru.;N
ZTP;WER_SEL;N;ZTP_BR;ztp_br;!zws_par_tzle;*;*;*;B;Brak parametru.;N
ZTPF;SLO;N;RKPRZ_ZTPF;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZTPF;WER;N;RKPRZ_ZTPF;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZWAR;SLO;N;RKPRZ_ZWAR;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ZWAR;WER;N;RKPRZ_ZWAR;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DK;WER;T;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WERSC;T;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WERU;T;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WER_KOO;T;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WER_POZ;T;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WES;T;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WESU;T;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK_L;SLO;T;REK_DK_L;rek_dk_l;magdok_poz;*;*;*;B;Brak parametru.;N
DK_L;WER;T;REK_DK_L;rek_dk_l;magdok_poz;*;*;*;B;Brak parametru.;N
DK_L;WERB;T;REKDK_L;rekdk_l;magdok_wymiary;*;*;*;B;Brak parametru.;N
DK_L;WERR;T;REKDK_L;rekdk_l;magdok_wymiary;*;*;*;B;Brak parametru.;N
FAKSPL;SLO;T;PLATrecb;plrecb;faktury_plat;*;*;*;B;Brak parametru.;N
FAKSPL;WER;T;PLATrecb;plrecb;faktury_plat;*;*;*;B;Brak parametru.;N
FORM;WER;T;RBFORM;rbform;!zws_par_fast;*;*;*;B;Brak parametru.;N
FORM;WER1;T;RBFORM;rbform;!zws_par_fast;*;*;*;B;Brak parametru.;N
KTRP;SELEKCJ2;T;UST_POM;ust_pom;skid_ktr;*;*;*;B;Brak parametru.;N
KTRP;SELEKCJA;T;UST_POM;ust_pom;skid_ktr;*;*;*;B;Brak parametru.;N
K_HARM;WER;T;brkharm;brkharm;!ctr_hbd_zhar;*;*;*;B;Brak parametru.;N
K_N_VIEW;WER;T;br_knv;br_knv;!ctr_hbd_ddef;*;*;*;B;Brak parametru.;N
K_N_VIEW;WER2;T;br_knv;br_knv;!ctr_hbd_ddef;*;*;*;B;Brak parametru.;N
MBWPL;WER;T;REKWPLGT;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
MJM;MAT;T;REK_MJM;rek_mjm;jm;*;*;*;B;Brak parametru.;N
MJM;STD;T;REK_MJM;rek_mjm;jm;*;*;*;B;Brak parametru.;N
M_ATR;SLO;T;REKM_ATR;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
M_ATR;WER;T;REKM_ATR;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
M_ATR;WYB;T;REKM_ATR;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
OKRD;WER;T;REK_OKRD;rek_okrd;!lmg_mag_izao;*;*;*;B;Brak parametru.;N
PAL_POZ;WER;T;REK0PALP;rek0palp;magdok_palety;*;*;*;B;Brak parametru.;N
PAL_POZ;WERM;T;REK0PALP;rek0palp;magdok_palety;*;*;*;B;Brak parametru.;N
PAL_POZ;WERP;T;REK0PALP;rek0palp;magdok_palety;*;*;*;B;Brak parametru.;N
REZ;WER;T;REK_REZ1;rek_rez1;rezerwacje;*;*;*;B;Brak parametru.;N
ROW_DOC;WERR;T;REK_RDOC;rek_rdoc;!fks_dks_rkow;*;*;*;B;Brak parametru.;N
ROW_DOC;WERR0;T;REK_RDOC;rek_rdoc;!fks_dks_rkow;*;*;*;B;Brak parametru.;N
RO_REQP;WER;T;ar_ro_reqp;ar_ro_reqp;rodo;*;*;*;B;Brak parametru.;N
